73602,71831,69827,68766,65876,69459,73164,73504,67524,63468,61882,58858,59400,57596,58610,57969,58053,55697,59550,60120,59456,61150,62467,63481,68076,75642,84096,89028,85918,79417,72629,71225,68101,73785,73976,67802,62310,64068,63039,57275,55405,55898,58501,62331,64158,63964,67176,65568,66891,73225,77891,76538,74772,82019,88961,88093,89554,89767,91445,88208,87622,88102,89576,89642,92398,97366,104419,115429,123859,124220,118188,111813,110002,112499,114032,108080,108875,106204,109817,113078,116705,115199,113531,112325,109256,111575,114917,111430,105918,104627,104107,102000,100762,99261,97343,99798,111267,119455,129004,134216,133263,126187,131544,136094,147756,152496,150871,154586,151001,155572,155098,153312,153476,149686,145990,134843,127834,122629,124123,129140,136757,144771,144266,149043,148552,156595,155615,153464
75279,69970,65675,68609,69386,67748,73950,73153,66063,64156,65007,62053,59722,57235,56377,53984,54072,50880,54338,55285,53845,58904,64045,65494,70312,72324,79815,86722,87370,83070,79883,76100,73437,77106,74228,70418,70346,69275,70550,62082,55549,54766,57889,60244,62620,64966,62299,62902,62084,67946,70825,70734,68620,73688,77438,78321,84827,81361,81140,84485,87250,91055,92445,91599,95512,99631,106265,111798,120284,121896,118880,111305,108260,109870,111920,107425,107445,106703,109544,114387,122034,121021,115820,115854,115967,119041,117739,112161,113536,108631,109677,109165,104338,103941,99487,104698,109573,113367,124175,128684,125169,126534,129377,139475,148439,151393,150773,149687,149104,149989,147934,147756,145475,143668,137330,131179,124572,116929,119420,126748,134153,140726,145426,142407,149190,152369,157152,156900
80271,74976,71310,71709,74904,72737,77154,73173,67287,67373,69906,65300,60817,60616,53603,54595,50497,44834,46083,50563,52816,58518,64692,65007,70761,75150,84223,92196,89588,82279,82041,83808,78149,77021,74805,74273,72394,73694,77815,71016,61515,56757,61567,63893,60753,60890,60362,59771,64091,70119,72860,69766,63754,67550,72574,77426,79699,78813,78035,80012,84774,91620,94265,95502,95722,101515,104444,111777,118971,119106,115950,111690,110266,109373,110476,109761,108397,108652,112683,120160,127492,128154,122707,118935,123656,122841,119772,114434,117221,112906,109777,108211,108286,105858,104918,102101,106619,110059,118653,124259,120320,120240,125875,135955,140492,145914,146628,144463,148156,144776,147622,144906,140595,137917,130049,125493,120182,118892,119517,124579,131229,137024,141416,139408,145089,149258,156737,161527
78325,75558,74444,76300,76740,77039,80320,76774,72036,70696,72539,69095,66053,60678,54331,50533,48247,46544,43767,48304,52443,56491,64170,68182,72902,79100,86310,92203,89104,84743,82384,80812,74724,71996,73182,71545,73876,76805,78342,73851,64541,60716,64482,69178,66079,65065,60695,62711,69487,74151,70679,69919,62999,64654,69766,75733,79981,78619,76544,74365,80017,86122,93286,95937,99291,98726,105324,113583,116869,119739,118075,110485,109327,108741,109050,112768,111587,113155,119190,123470,129585,127143,126295,128515,126931,127664,124430,117868,116582,111623,111486,111958,106771,105218,106037,105032,108262,110944,114213,118896,115107,116460,122951,131575,133045,139254,141470,140973,141801,140607,141583,144691,137913,126269,122736,121742,116006,118635,120668,127517,132019,135962,138802,138765,142193,146733,153607,158045
80020,77257,75110,76113,78667,75802,72489,74626,70492,74411,77675,73839,65728,63509,58294,52758,51029,49308,48095,55554,55363,57780,62959,69265,73927,79058,85411,86302,83304,79187,73631,70287,63600,61694,65519,71250,79263,80474,79327,77341,71283,62275,61062,64622,64309,64960,61799,66931,72853,73338,74974,73900,69489,64999,65705,69131,76112,78190,76442,75072,79669,88198,96611,95232,97715,99936,106058,112888,114649,117558,116034,111011,108630,106233,109163,111762,118511,118573,124192,127992,130578,130345,127621,130065,127540,127949,125625,121148,116382,113491,112408,109418,103162,103699,103943,106594,110327,113587,116621,112460,112603,116067,124151,130133,132554,139538,140968,140543,136358,135789,135148,138009,135677,122619,118217,117324,113788,118032,120334,123579,127783,129452,133951,135223,138439,141501,149401,151646
78994,76411,75740,75668,78630,75889,69375,72455,73790,72706,76298,76099,70882,68838,69469,63276,58096,63460,61731,58525,57539,59359,65848,71669,72902,73333,77587,80102,78319,71088,62731,59322,55361,58146,61210,67484,76401,81484,79848,76094,71923,65668,62017,62998,64373,63629,64383,67221,73573,74330,72794,69479,68901,64108,67857,66567,74687,76537,78929,77995,82027,84084,87581,90640,93447,101813,109311,109959,113672,118156,118529,113637,114195,105680,107152,108160,118478,120533,124135,126732,126493,130114,130233,127677,125048,121935,127016,127278,121312,111796,109573,106733,105158,105188,104712,107138,108736,111656,114737,112800,110607,112686,122563,132262,136385,135593,137414,133927,128085,127288,125712,122557,124565,113673,110657,111997,110349,113680,117943,117832,118956,120028,128381,132261,132286,136895,142512,139439
84298,79493,76900,78014,76833,69008,68803,68195,68100,70068,72763,75774,72379,71440,72154,68167,64771,68855,69198,66030,64702,66395,72109,75061,76358,72481,73891,74785,72711,68249,62382,52097,50150,50701,56124,58600,69120,75693,76629,79599,74971,70368,66911,65393,63002,66908,68218,71906,71406,71700,71220,70810,67932,61817,66379,67241,69951,76283,79914,79937,81258,79751,78435,80678,87625,98212,104804,105633,107253,113718,113574,111286,113076,109215,106650,106648,113881,119660,124707,127937,127434,128666,134326,128357,125008,123434,125189,128298,121179,113244,110080,104663,104057,102442,104172,102556,107033,109192,113527,112970,112266,114105,120414,131185,135399,132429,132822,125902,122969,122531,120216,114980,109170,106098,104495,108277,107394,113626,113682,112457,116991,118833,124490,129002,131679,133113,133378,134226
86368,81142,77624,72379,69232,61357,61849,62727,65460,71118,71744,75371,76190,78928,80304,75252,68997,74593,79610,75417,71173,72902,74916,76819,78886,77475,74354,70168,70260,71343,59452,49198,43218,45863,49975,53364,62429,67813,68420,67168,66305,68198,67936,69589,72483,73407,72528,77498,74938,71719,73905,75985,74224,69123,69318,68349,66518,73538,74820,72466,78253,74586,74953,77446,83765,91294,97398,98535,98836,101131,108183,102836,105721,108682,104540,103308,110870,119162,125431,130199,127657,126949,129686,130104,124271,123650,130599,125903,117991,111421,109129,104027,101001,100201,101060,102248,108559,110756,115372,116228,107851,109573,116400,125320,127590,125884,125701,125625,121287,115884,116022,107415,103733,100285,100451,103879,105848,110226,113095,116502,112970,113408,119644,124449,128877,128191,132260,131914
89344,87917,87613,80146,71876,63818,59556,61997,70165,72788,71064,75075,74951,79945,82539,75620,79485,81911,80457,78346,80869,76969,74240,76452,74999,72670,69996,69505,73292,68733,56787,43004,35271,37851,39710,46299,52474,58909,60452,61932,61244,63806,70333,73986,80195,80139,86488,91222,86592,85354,83357,83245,77301,75707,74220,69884,69800,74735,75225,75159,76302,73347,71269,74157,74883,81131,89229,95343,97677,101179,104023,104364,108422,111137,108739,107636,113113,115808,126340,128163,127903,127073,130242,131199,131748,130356,130405,123096,117563,113729,111133,103825,105510,101807,104483,105202,106720,109706,111424,110797,104925,105901,110272,121620,124072,118616,117563,119625,116107,111622,111977,104662,98285,98113,102973,107885,110452,116218,114175,116989,117454,115761,114698,120429,123104,124403,128934,128721
90942,88590,91034,86239,77286,68721,63155,62839,69601,72775,70548,74958,78005,85733,88149,86823,84453,83120,81847,82532,86968,82230,81622,80193,77698,80020,74196,68231,71910,66817,52163,38775,37536,35403,36469,38999,45928,53297,54726,58972,59626,63198,71477,80331,91118,93813,93844,97806,94416,92318,86728,83999,77677,77949,76017,71529,73288,73914,71329,73194,75829,72975,73326,72894,71518,75041,85541,89439,93350,95084,103817,109511,113535,110416,109518,110544,110775,120638,123987,129089,131073,134415,131880,133849,131476,133413,127450,119991,113935,112882,111911,109540,109643,105684,104450,106062,102798,107575,109436,107149,107737,108853,109671,113863,118182,116361,114742,117343,116540,112850,110764,104529,95511,97923,102712,109457,114043,116238,115728,112642,116154,113546,110694,113345,117434,118335,122662,128355
98535,97016,93486,91754,81459,73636,62350,65034,69880,72207,71571,73867,79185,83415,88417,83885,81069,81309,83639,83454,89421,89691,90973,88948,86897,86186,78893,72028,71281,64439,51788,40993,34744,30846,33197,36033,43100,51497,57311,58057,61451,65388,76779,88225,95711,102390,102260,100876,100670,93680,87172,85960,85337,81663,77622,74779,74830,73695,70717,68854,74935,76220,71581,74826,75233,74626,77694,81709,88914,93449,103222,110584,115302,112444,110739,112845,114819,118603,122031,123512,129797,131584,131824,127030,125709,123866,119729,114551,111681,109593,106946,109649,109827,106631,102937,106213,103915,105563,108788,111072,112936,116842,112654,112459,112610,115806,112854,118071,116803,114092,113518,109071,103051,103082,105703,107185,112009,112886,111035,110235,115419,113262,109023,104289,107757,115176,121400,126317
101443,102242,99544,94290,87957,80819,74369,74399,73415,75533,76179,78665,76598,78089,84150,83026,75496,81453,79826,83596,90241,94957,95345,94544,91622,88858,82251,72950,64474,58539,54048,46128,36562,33996,36099,38856,46877,50183,53510,61892,64653,69814,81177,87188,90406,103313,105200,100752,97388,89351,84360,87824,88524,84396,81799,75788,74017,73660,74328,72637,72928,73920,70610,71765,77586,79398,75721,83223,88403,91486,101721,108409,119284,119330,115828,119994,114255,114628,120455,121843,122564,123785,121426,117770,116871,114117,116251,114974,113733,108402,106443,108739,109579,108966,106198,103216,103825,104247,105798,111778,117558,117884,113136,108705,111711,116171,118357,118031,116923,116454,118175,116366,112237,104047,104286,107523,112970,110832,109404,108907,109735,108554,106401,103211,106291,114274,122206,123420
104664,109386,108490,100457,89800,83506,82827,82254,75366,78179,76398,77583,79413,78603,83620,82696,78160,74490,79439,86470,93260,98836,102352,95776,92786,86591,80107,74239,64803,54226,52072,44997,40182,38425,43262,44989,45897,49309,51164,58332,63644,70386,81664,87722,90351,100479,105756,99648,90924,86291,84913,86732,87258,85916,80104,76788,72221,73730,77708,73717,73198,74358,72645,74390,79948,79834,78215,87327,88434,92294,103006,112835,120009,121675,126503,121703,115919,113933,111969,118433,120528,116672,116814,114600,110741,110983,113484,112032,114408,107583,106537,109127,111641,108990,105550,104870,109505,108824,108540,114589,120128,118040,117908,116118,116344,117971,118671,123830,123278,121158,122526,118831,114021,105536,102693,104377,108392,106936,102187,104079,105887,106988,105380,102762,103111,109080,112208,116246
106614,108393,108010,102513,96367,92083,90476,88246,81115,78085,78842,78974,80486,83031,84512,80344,82654,81454,83661,91610,98576,103518,104690,96460,88473,86981,82783,75945,65149,58639,49122,43668,43437,44072,45518,47106,47262,49102,54518,60831,65842,73203,86778,89646,92952,99838,101937,97848,95287,92834,91049,89851,90575,91105,87093,83465,78348,75198,77441,75157,75259,76833,76150,78086,81782,79669,86542,91099,92491,92526,98614,109902,117407,119674,121230,117293,112883,111620,111903,114523,115315,114756,113103,111093,108282,107991,107504,104723,105343,100841,100226,106516,109564,104451,102718,104608,108558,112786,117175,120228,119480,120063,120458,122009,126277,121277,121759,124126,128122,128613,124054,117775,111131,109522,108127,106412,104972,104160,98858,99553,102587,104107,102006,100409,104836,105197,108854,114382
112099,114296,111371,103484,104069,99633,98670,96978,92377,86444,89473,87608,86757,86765,89259,86258,87056,90705,93466,94153,98748,100381,99737,93754,87721,88367,86643,80229,67739,60127,50431,44863,46653,45779,46887,51847,52897,53262,57132,62052,70180,80544,91148,93505,95073,96354,98455,99753,99764,103633,103444,97476,96110,97738,96802,91813,85988,76242,75789,72160,81005,78609,80115,80027,82802,83419,82864,88457,89711,88087,94651,103863,114216,114806,114511,111719,105799,107316,106924,106184,111373,111959,108743,106529,103736,105144,105115,96796,93160,92137,94583,100601,105234,103630,100899,100284,104628,109635,117781,120757,119112,117014,117369,119828,126039,126741,128936,128039,132561,130043,125326,119573,112713,109900,114343,109043,106556,102998,99560,95578,98988,100840,102007,100448,104206,105487,111098,113017
118644,122808,118252,114457,107145,106067,107173,100422,95985,95608,97036,96459,93706,93662,90968,90902,85862,93671,96121,92748,92301,95558,93658,91726,89087,86465,82298,76803,68734,63358,54226,51616,50123,49179,51787,53542,55715,53455,57979,60870,69762,81462,91105,97730,97576,98262,101485,100661,101555,111816,114266,109995,111250,108675,107055,98851,89362,79446,80154,77832,83789,81971,85421,82287,85079,84939,81620,86005,86961,90244,93555,99662,108285,111936,109046,107386,104646,100659,99168,100024,101947,107048,108695,101861,96861,96666,95123,87821,83653,84299,87307,90194,94045,98377,100494,99645,101031,107882,112679,111806,114377,113580,111245,111355,121120,126212,126923,127733,132566,129362,124038,117767,109745,109513,110667,109939,109236,102418,94688,89870,92322,92314,94957,95076,98990,105087,109323,109768
124574,128500,127732,124910,118842,115565,114364,103399,97911,100297,103745,101446,98245,98465,98499,97982,93946,99676,100501,93799,91762,90322,89769,88326,86009,82539,76280,69144,64897,60593,55977,57871,58444,57745,55402,52163,51320,50416,52625,62027,71209,78528,88200,96159,101438,103070,104692,105586,107756,112397,116227,115119,116091,109381,106447,97331,92501,86440,84995,85419,89159,87360,87225,88402,89622,86985,83275,85795,81979,85452,87084,94592,100332,104972,104961,102196,98683,98488,95057,94826,96091,97181,99651,96250,93244,94406,89840,84207,80031,79707,84304,86877,86193,93656,96116,94730,96748,105747,109723,106843,109735,109555,109671,110616,114631,119632,121553,128676,131327,127585,119335,115529,111418,107695,108387,106041,100703,97631,92524,89805,85094,84239,88670,92569,98313,104528,103635,107206
126884,132625,132480,128383,123739,118888,111509,102465,98152,97969,96274,96056,96611,101498,106159,102133,104071,104379,102647,96108,90058,85806,84684,82790,78969,74914,71584,65528,63121,58201,60892,63531,66699,61139,57309,55601,50656,49607,50641,57467,68991,78215,82681,93915,101276,104859,104939,106450,112227,116571,119556,118772,115086,108229,102396,99408,91711,85285,87909,87026,84656,84569,89073,86416,88653,88720,87654,85412,80092,83981,84604,85052,91909,93093,95587,93916,97778,94986,90520,87789,89300,89597,90417,90913,86432,89335,81855,75590,76731,75676,81927,88108,90900,90328,90254,90697,94149,99241,100114,100878,104257,103929,104803,106393,109527,113518,118154,121996,122346,121882,120073,114095,109485,102267,100404,98786,95052,95614,91784,88531,85742,84668,89066,94412,101849,106774,106635,107974
126270,129471,129717,128471,124463,115870,110415,103239,97509,98351,95143,92166,94066,101724,104708,106813,107668,106511,102334,94194,90197,86592,84647,78440,71280,71105,73145,64300,61457,63272,67665,71593,68528,64071,59518,63659,56124,48007,46764,53033,61533,72248,81333,93936,99989,102469,103407,104387,107777,113763,115994,112790,109193,102657,99029,94964,92998,86536,82312,81402,80126,81149,85510,83989,86220,81773,83788,81518,76254,76250,76568,79197,82148,84739,88956,86099,88615,86482,84880,80922,83529,85606,86759,86086,82188,86836,83371,74723,70951,73482,81818,89089,94881,96036,94585,93002,92015,92484,95218,96886,94320,99275,104023,105599,107161,110964,114731,114775,116691,118639,121024,115455,107309,100138,95489,93911,90521,90521,89695,92785,88014,88568,88328,94648,102915,101411,102142,103781
123106,125422,124965,126594,124236,119770,112757,108922,101804,100466,100053,96995,99757,99887,104300,112098,108894,107367,104422,98232,91919,87041,86205,73988,65946,68144,65499,57422,61396,64189,68077,67696,63362,58201,52633,51724,53387,47085,41074,47169,53341,62166,73712,79440,85873,91301,98992,100452,101594,104175,106888,106449,101399,94720,92763,92962,89382,81085,80901,79350,74142,78706,79337,84937,83768,80593,80928,73811,75680,70714,72524,78188,80364,78905,82268,82284,77434,72327,71538,68907,70024,77443,81654,78124,80771,82932,81341,74158,72004,74716,83115,89217,93618,96292,94994,92766,90121,87402,90114,93962,94828,98605,99140,100750,102905,105344,108347,106322,104749,107802,114076,111892,106556,95624,89526,88063,86532,86752,88095,88921,88017,88290,89767,91128,95555,93895,92356,96080
122808,127581,121338,122164,121016,119044,119598,114693,108218,103887,104014,104389,105337,102075,106234,112658,107794,104464,103703,100053,92942,86222,76319,72490,64574,64076,63596,61259,62230,65295,67469,64886,59412,50587,45790,45278,47896,45111,36936,38978,45766,53827,61672,69137,74685,82946,89326,89883,92249,94963,96931,93329,92499,85516,88151,88759,82997,76126,76628,74352,75937,77308,76636,78704,83041,80195,75281,73770,71838,68168,68250,75209,75840,77358,79776,75355,66116,59924,61404,56371,56317,64184,67845,73867,73045,80043,77246,73145,69760,76186,83906,89635,95327,97022,91406,87471,86167,88248,89717,93269,96869,100408,96350,94111,93277,97107,98373,102722,100331,99685,105544,106231,100424,91140,85956,84067,80960,83353,85905,86168,85090,84608,90382,91627,91611,90098,90440,91049
122667,122751,123474,119964,118212,119590,118798,116572,112796,111260,112584,107538,102158,106545,108448,107791,105519,103606,102262,97908,90618,86131,79513,74518,68462,63018,64997,64614,66231,68983,69229,64903,55211,43507,37011,37389,40798,40223,37599,39553,43636,45012,49291,55908,64806,72005,74630,77121,82035,86005,88125,83783,83281,81037,78802,78990,73232,71916,73935,76465,69026,68898,69593,74658,77659,74725,72558,69273,69599,67323,63370,68439,70206,70956,73033,64165,58776,56116,54465,44474,49204,54357,56013,62009,66319,70645,75769,75952,77358,79866,86125,92562,90537,86558,82278,80245,82955,88295,91515,95205,99691,100964,100760,97744,96603,94939,98271,99884,98956,101921,102069,99374,94479,85826,81614,77834,72504,72288,77250,83370,87167,92356,93635,90769,89688,88021,89204,87101
119579,121665,121154,115276,114226,115234,117073,112965,110508,111541,110940,110114,100441,105048,104723,105312,105381,108833,110205,103135,95320,88863,88782,81588,67379,60729,61557,65264,66909,69557,69094,64892,52594,44028,38759,33987,36777,36884,38962,38072,38133,40916,45476,46830,52275,61080,63781,62201,75646,80492,80264,80557,77938,72728,70701,69826,68455,74093,73933,72373,71486,65537,65954,70597,74940,72520,70198,66699,62256,62258,61784,63846,67566,69360,62858,57094,50395,45552,44155,37359,35844,41067,45929,48613,55849,59468,66055,72442,74671,79060,79236,81545,77663,73326,73843,76539,79623,86192,91282,94124,96029,103339,104455,102206,101004,100986,99304,98022,99449,100521,97590,89595,84961,77745,73392,64520,61085,60859,72259,77594,82991,90288,92409,92528,91195,88424,88467,88132
118050,119163,118936,112931,109551,110041,113058,110280,108362,111545,114795,110596,105208,102308,103390,100630,107928,110990,109963,106513,103052,99942,97484,88364,73121,65122,63140,63010,63205,68522,65825,62848,57964,49759,47779,40410,35589,34267,34815,35951,36066,39629,41510,42680,43553,45854,51316,59204,71735,70848,70382,73100,68933,67037,63915,71510,72244,74553,74769,73066,69185,64620,67689,69750,78571,78081,71272,60651,56664,54328,54876,58318,57359,60762,57659,54752,44741,41381,39039,36793,33561,36455,40004,41130,49461,55879,56965,60093,65248,67048,70368,69591,69247,70060,71538,69720,77260,82392,87501,88503,90410,94986,96837,97957,97719,97659,97958,98795,97973,98743,91428,81419,74330,71961,64992,58371,55207,56247,63264,67825,71346,82951,88097,91719,94024,93414,93563,94049
118014,118415,120038,113558,110391,109040,107716,105936,107540,109710,113266,110358,102942,100127,102129,104589,109405,112781,110100,109379,111405,110443,107855,95584,87004,76279,67389,63178,63331,67421,64639,64529,63700,56107,53915,51422,43868,41468,41215,39569,38635,37317,36100,41120,38568,43053,49149,58831,65346,68025,65239,64376,61930,59548,61857,70520,76001,78460,75240,70446,67131,66634,65328,71244,75861,67549,59607,54422,53365,50115,49697,47574,49377,54112,51717,48670,42515,37914,36341,35436,32964,34097,35193,35919,38297,45088,49202,46760,51962,58651,62035,63184,63689,68480,66397,66927,71437,79353,85171,85839,87380,87991,86196,90998,89696,90041,91585,94772,92086,88615,79024,71965,67977,65447,58656,52897,51643,51015,56703,62013,72416,80799,83730,88457,93709,90091,90796,92523
121716,120176,119302,112666,109542,106388,108378,109574,109004,109876,108841,107903,99478,101710,102375,111222,117004,114514,112680,113657,120143,124193,116498,105802,97881,87777,75478,69341,60205,61044,60820,63276,64906,58721,60399,58418,52770,50681,50519,48258,44370,37720,35858,36579,40437,44139,48068,55072,62857,64269,57724,55559,57273,58578,66590,75918,76206,76457,74044,71558,68968,70177,70678,74357,73274,62236,56420,52337,50027,47041,44959,42324,41915,44305,43397,42523,37598,35317,33213,29066,27559,30957,30625,27392,31466,38551,39792,41831,45786,55158,56824,61268,60539,68305,68337,69438,69451,72363,80093,80545,80769,77246,71251,74723,79885,82343,81578,78791,77100,75587,71150,68363,65020,61126,54908,52533,44219,48896,56245,63499,75312,78414,78979,83180,87848,88108,87394,83733
