133752,149327,164236,177589,188622,196890,202369,205442,206772,207066,206627,205039,201575,195610,186829,175334,161638,146542,130940,115638,101240,88119,76443,66228,57395,49813,43335,37809,33097,29074,25634,22683
132581,148319,163478,177140,188495,197043,202710,205853,207151,207430,207223,206096,203222,197893,189705,178676,165259,150235,134521,118969,104240,90756,78720,68171,59041,51202,44504,38794,33928,29777,26230,23191
130689,146496,161842,175799,187520,196446,202442,205816,207219,207500,207423,206609,204171,199354,191688,181114,168019,153152,137432,121742,106786,93030,80710,69888,60508,52450,45562,39690,34688,30423,26780,23661
128109,143886,159343,173563,185678,195071,201540,205323,207024,207465,207420,206725,204537,200076,192823,182656,169898,155253,139622,123902,108827,94895,82374,71347,61772,53536,46492,40485,35367,31003,27277,24088
124890,140528,156005,170434,182940,192861,199919,204270,206446,207199,207208,206489,204374,200106,193144,183316,170888,156510,141053,125408,110321,96314,83679,72520,62810,54444,47281,41167,35956,31512,27716,24468
121094,136479,151869,166425,179283,189749,197467,202499,205277,206447,206591,205816,203657,199448,192662,183102,170986,156911,141703,126230,111237,97257,84599,73385,63602,55157,47915,41727,36447,31942,28092,24796
116793,131809,146994,161568,174699,185675,194071,199842,203298,204965,205328,204537,202291,198056,191360,182011,170192,156450,141560,126353,111557,97704,85115,73924,64134,55663,48384,42155,36833,32287,28400,25070
112069,126605,141458,155921,169210,180612,189643,196151,200318,202534,203193,202454,200140,195851,189202,180031,168508,155132,140627,125774,111273,97646,85215,74127,64396,55953,48680,42444,37108,32544,28636,25285
107011,120965,135360,149571,162874,174572,184140,191331,196192,198982,199997,199388,197062,192742,186142,177151,165940,152973,138918,124504,110392,97083,84898,73989,64382,56021,48799,42592,37269,32708,28797,25439
101711,114993,128814,142630,155786,167619,177583,185348,190844,194198,195610,195204,192943,188651,182141,173364,162505,150000,136463,122569,108931,96028,84170,73513,64093,55866,48738,42594,37312,32777,28881,25531
96261,108798,121943,135229,148076,159867,170053,178248,184276,188149,189971,189829,187715,183533,177185,168684,158236,146253,133304,120004,106922,94503,83046,72708,63534,55491,48498,42451,37238,32751,28887,25558
