75124,77333,79389,81268,82945,84398,85608,86557,87233,87626,87729,87542,87067,86312,85286,84004,82484,80747,78815,76712,74464,72097,69635,67104,64528,61929,59326,56739,54184,51675,49223,46838,44528,42300,40157,38102,36137,34262,32477,30780,29170,27645,26201,24835,23545,22327,21177,20093,19071,18107,17198,16342,15535,14774,14057,13380,12743,12141,11574,11038,10532,10054,9603,9176
77601,79992,82229,84285,86135,87753,89117,90209,91013,91517,91714,91601,91180,90457,89441,88149,86598,84809,82806,80616,78264,75779,73188,70519,67796,65046,62289,59547,56837,54174,51572,49041,46591,44227,41955,39777,37696,35712,33824,32032,30332,28723,27201,25763,24406,23125,21918,20781,19709,18700,17749,16854,16011,15217,14470,13765,13101,12476,11886,11330,10805,10309,9842,9400
80101,82683,85111,87356,89390,91184,92715,93962,94906,95533,95835,95807,95449,94768,93771,92475,90898,89061,86990,84712,82256,79651,76927,74114,71240,68331,65413,62507,59633,56808,54047,51361,48762,46254,43845,41537,39333,37233,35236,33342,31547,29849,28244,26730,25302,23956,22689,21495,20372,19315,18320,17384,16504,15675,14896,14162,13471,12820,12207,11630,11085,10571,10087,9629
82617,85399,88029,90473,92702,94684,96394,97808,98904,99667,100086,100155,99872,99242,98274,96982,95385,93505,91369,89005,86444,83718,80858,77897,74865,71792,68703,65625,62578,59582,56653,53804,51046,48386,45831,43386,41051,38827,36715,34713,32817,31025,29334,27739,26236,24821,23490,22237,21059,19952,18911,17933,17013,16149,15336,14571,13852,13175,12538,11938,11373,10840,10338,9864
85142,88133,90973,93627,96062,98244,100146,101738,103000,103912,104461,104638,104441,103874,102944,101665,100055,98139,95943,93496,90831,87983,84985,81872,78677,75432,72167,68908,65680,62504,59397,56374,53448,50627,47918,45326,42853,40499,38265,36147,34145,32254,30471,28791,27209,25721,24322,23008,21773,20613,19524,18501,17540,16638,15790,14994,14245,13541,12879,12255,11669,11117,10596,10106
87666,90874,93934,96808,99460,101854,103959,105744,107184,108257,108948,109247,109150,108657,107775,106519,104907,102961,100710,98185,95419,92449,89311,86043,82681,79258,75809,72362,68943,65577,62283,59078,55974,52983,50111,47363,44743,42251,39887,37649,35534,33538,31657,29887,28222,26657,25188,23808,22513,21298,20158,19089,18085,17143,16259,15429,14649,13917,13229,12582,11973,11400,10861,10353
90180,93614,96902,100006,102885,105503,107823,109812,111443,112691,113538,113972,113986,113580,112760,111538,109933,107966,105668,103069,100206,97116,93838,90413,86880,83275,79634,75991,72374,68809,65318,61920,58629,55457,52412,49500,46725,44087,41585,39219,36984,34878,32894,31029,29277,27631,26087,24639,23281,22008,20815,19696,18648,17665,16743,15878,15066,14304,13589,12917,12285,11691,11132,10606
92675,96341,99866,103209,106326,109178,111724,113930,115764,117200,118216,118799,118938,118632,117886,116711,115123,113147,110809,108145,105189,101983,98567,94984,91276,87485,83647,79801,75976,72203,68506,64905,61417,58054,54827,51742,48802,46009,43363,40861,38501,36277,34185,32220,30375,28644,27022,25501,24077,22744,21495,20325,19230,18203,17242,16341,15496,14703,13960,13262,12606,11990,11411,10866
95141,99046,102815,106405,109769,112864,115649,118083,120133,121769,122967,123711,123990,123798,123140,122024,120467,118492,116126,113404,110363,107045,103494,99754,95872,91890,87851,83794,79755,75765,71852,68038,64342,60780,57360,54092,50978,48022,45223,42578,40084,37737,35531,33460,31517,29697,27992,26397,24903,23506,22198,20975,19831,18759,17756,16817,15938,15113,14340,13616,12935,12297,11697,11133
97568,101716,105736,109581,113200,116549,119581,122254,124531,126380,127773,128692,129123,129060,128503,127461,125949,123988,121606,118837,115720,112298,108616,104722,100664,96491,92246,87974,83713,79498,75360,71323,67410,63637,60015,56553,53257,50128,47167,44371,41737,39260,36933,34751,32706,30792,29000,27325,25759,24295,22926,21647,20451,19333,18287,17309,16393,15535,14732,13979,13273,12611,11989,11405
99943,104340,108617,112722,116605,120215,123504,126426,128941,131014,132615,133721,134318,134397,133957,133003,131550,129617,127233,124430,121248,117730,113925,109882,105651,101286,96833,92341,87852,83404,79033,74765,70624,66630,62795,59131,55642,52331,49200,46245,43463,40848,38394,36095,33942,31929,30047,28288,26646,25112,23679,22342,21092,19925,18834,17815,16861,15969,15134,14353,13620,12933,12289,11685
102257,106906,111444,115816,119968,123847,127401,130581,133343,135650,137469,138776,139551,139786,139477,138627,137248,135360,132989,130166,126932,123330,119411,115225,110827,106271,101610,96895,92173,87487,82873,78364,73987,69762,65705,61827,58135,54634,51323,48201,45262,42503,39916,37494,35228,33110,31133,29287,27564,25957,24458,23059,21754,20535,19398,18336,17343,16415,15548,14736,13976,13264,12597,11971
104498,109402,114204,118847,123274,127427,131253,134698,137716,140266,142314,143831,144798,145202,145037,144306,143019,141192,138850,136024,132753,129082,125059,120741,116182,111440,106572,101634,96676,91745,86883,82125,77501,73035,68746,64645,60741,57039,53539,50241,47139,44227,41500,38948,36563,34337,32259,30322,28515,26832,25262,23800,22436,21165,19978,18872,17839,16874,15972,15129,14341,13603,12911,12263
106655,111815,116883,121800,126505,130938,135041,138758,142039,144840,147124,148862,150030,150615,150610,150013,148833,147084,144789,141978,138688,134963,130854,126414,121704,116784,111713,106552,101357,96178,91061,86047,81169,76453,71921,67586,63461,59548,55851,52367,49093,46022,43148,40460,37950,35609,33427,31394,29500,27736,26094,24564,23140,21813,20576,19423,18348,17345,16408,15533,14715,13949,13233,12563
108717,114132,119467,124660,129647,134363,138747,142740,146288,149347,151874,153840,155220,155997,156163,155715,154659,153006,150778,148001,144712,140952,136772,132228,127379,122289,117023,111643,106211,100782,95407,90131,84990,80016,75231,70654,66297,62164,58260,54583,51128,47890,44861,42031,39390,36929,34637,32504,30518,28671,26952,25354,23866,22481,21192,19991,18872,17828,16855,15946,15098,14305,13563,12869
110673,116342,121944,127413,132682,137683,142350,146622,150443,153762,156539,158739,160338,161317,161665,161379,160462,158924,156781,154060,150792,147019,142789,138158,133187,127941,122489,116897,111231,105553,99917,94373,88964,83724,78679,73850,69250,64889,60768,56888,53245,49831,46640,43661,40884,38297,35890,33652,31571,29636,27838,26167,24614,23169,21825,20574,19410,18325,17314,16371,15490,14668,13900,13182
112512,118434,124300,130045,135595,140882,145834,150386,154480,158063,161091,163531,165353,166541,167081,166969,166206,164800,162763,160119,156896,153132,148875,144179,139105,133720,128095,122301,116408,110482,104585,98772,93089,87576,82263,77173,72323,67723,63377,59285,55444,51848,48487,45352,42432,39714,37187,34840,32659,30633,28753,27006,25384,23877,22476,21173,19962,18834,17784,16805,15892,15041,14245,13502
114225,120394,126523,132540,138372,143942,149178,154011,158378,162225,165506,168186,170237,171638,172378,172450,171855,170595,168684,166139,162984,159256,154997,150260,145106,139602,133821,127838,121727,115560,109405,103321,97362,91570,85982,80623,75514,70666,66086,61774,57728,53940,50403,47105,44035,41181,38529,36067,33782,31662,29695,27870,26177,24605,23145,21789,20529,19356,18266,17250,16304,15421,14598,13829
115802,122214,128600,134887,140995,146847,152365,157477,162116,166226,169760,172680,174959,176577,177521,177786,177368,176272,174504,172079,169018,165352,161118,156368,151159,145560,139643,133488,127173,120774,114366,108013,101776,95702,89833,84199,78823,73720,68897,64356,60096,56109,52388,48920,45695,42698,39915,37334,34941,32722,30666,28760,26992,25353,23832,22421,21110,19892,18759,17705,16724,15810,14958,14163
117234,123882,130521,137071,143453,149583,155380,160767,165675,170045,173828,176986,179492,181326,182478,182939,182709,181788,180181,177898,174955,171378,167199,162465,157231,151563,145536,139229,132726,126108,119455,112838,106324,99967,93814,87899,82249,76882,71808,67030,62548,58355,54442,50798,47410,44265,41347,38642,36136,33815,31666,29675,27831,26122,24538,23069,21706,20440,19264,18171,17155,16208,15326,14503
118513,125390,132273,139082,145732,152135,158206,163864,169037,173662,177690,181082,183811,185860,187217,187879,187841,187106,185674,183553,180752,177291,173197,168511,163284,157578,151468,145035,138364,131543,124657,117784,110997,104358,97918,91717,85788,80151,74818,69796,65084,60677,56566,52739,49182,45883,42824,39990,37368,34940,32694,30616,28692,26911,25262,23733,22316,21002,19781,18648,17594,16614,15701,14851
119631,126729,133849,140909,147820,154490,160829,166753,172185,177060,181327,184947,187893,190151,191712,192572,192731,192188,190944,189001,186365,183047,179070,174464,169277,163567,157406,150874,144061,137057,129954,122836,115783,108864,102138,95650,89437,83524,77926,72653,67704,63075,58758,54741,51011,47551,44346,41379,38635,36098,33751,31582,29576,27721,26004,24414,22941,21576,20310,19135,18043,17028,16084,15205
120583,127891,135239,142541,149706,156636,163238,169421,175106,180224,184723,188563,191720,194180,195937,196993,197347,197001,195954,194204,191752,188604,184772,180281,175169,169491,163313,156715,149788,142626,135325,127977,120668,113476,106465,99689,93190,86996,81129,75597,70405,65548,61019,56806,52895,49269,45913,42808,39939,37287,34837,32574,30483,28550,26764,25110,23580,22163,20850,19632,18501,17451,16474,15565
121363,128870,136435,143971,151380,158563,165420,171856,177787,183142,187864,191916,195274,197927,199874,201118,201664,201515,200670,199124,196875,193919,190261,185918,180918,175308,169151,162523,155514,148221,140746,133186,125635,118179,110889,103827,97040,90564,84421,78627,73185,68094,63346,58931,54833,51037,47524,44277,41277,38508,35951,33591,31413,29400,27541,25823,24234,22763,21401,20139,18968,17881,16872,15933
121966,129659,137431,145190,152835,160262,167366,174048,180219,185802,190741,194995,198544,201380,203505,204929,205660,205705,205063,203730,201696,198953,195496,191332,186480,180978,174880,168260,161205,153813,146191,138441,130666,122957,115397,108053,100980,94219,87799,81737,76041,70710,65738,61115,56825,52853,49179,45784,42651,39760,37093,34633,32364,30270,28337,26551,24901,23376,21964,20656,19444,18320,17276,16307
122388,130256,138222,146192,154063,161725,169069,175989,182392,188197,193344,197793,201523,204530,206822,208414,209320,209551,209111,207993,206185,203671,200440,196485,191816,186459,180460,173888,166825,159370,151631,143717,135738,127793,119973,112355,104999,97955,91256,84923,78968,73393,68192,63356,58869,54716,50876,47330,44059,41043,38263,35700,33337,31159,29150,27295,25583,24000,22537,21183,19929,18766,17688,16687
122628,130656,138802,146972,155057,162945,170521,177672,184300,190320,195668,200303,204204,207372,209818,211565,212634,213042,212796,211892,210316,208045,205058,201339,196885,191711,185852,179368,172337,164857,157036,148988,140829,132668,124603,116719,109087,101762,94784,88179,81963,76139,70705,65651,60963,56624,52614,48913,45500,42355,39458,36790,34332,32067,29979,28054,26277,24637,23121,21719,20422,19221,18107,17073
122684,130857,139170,147526,155814,163918,171716,179092,185939,192168,197711,202524,206588,209905,212493,214381,215599,216171,216110,215415,214070,212049,209322,205862,201653,196697,191017,184663,177706,170240,162374,154225,145914,137559,129265,121129,113230,105629,98375,91498,85019,78944,73273,67998,63104,58575,54391,50531,46973,43696,40680,37903,35346,32993,30825,28827,26985,25285,23715,22265,20924,19682,18532,17465
122555,130858,139322,147851,156330,164639,172651,180244,187305,193738,199472,204458,208677,212134,214851,216866,218217,218938,219048,218553,217436,215668,213212,210030,206091,201385,195921,189737,182896,175485,167613,159398,150966,142442,133942,125569,117413,109545,102018,94871,88129,81802,75892,70391,65289,60566,56204,52182,48476,45064,41925,39037,36381,33936,31686,29614,27705,25944,24320,22820,21433,20151,18963,17863
122242,130658,139259,147945,156602,165105,173323,181126,188396,195029,200949,206105,210474,214063,216900,219029,220497,221349,221615,221306,220409,218893,216713,213821,210174,205746,200532,194556,187872,180558,172720,164476,155958,147294,138610,130020,121621,113495,105703,98290,91286,84706,78555,72828,67514,62595,58053,53864,50007,46458,43194,40193,37433,34896,32562,30414,28436,26614,24933,23382,21950,20626,19401,18266
121748,130260,138980,147809,156630,165315,173728,181735,189209,196041,202146,207469,211986,215703,218651,220882,222452,223418,223822,223682,222992,221721,219817,217223,213884,209757,204823,199092,192602,185427,177663,169430,160860,152088,143247,134461,125837,117465,109416,101743,94480,87649,81257,75302,69774,64657,59932,55575,51564,47875,44484,41367,38503,35871,33452,31227,29179,27293,25556,23953,22474,21108,19844,18674
121074,129665,138487,147442,156412,165267,173866,182070,189744,196773,203064,208556,213220,217063,220117,222440,224100,225162,225684,225695,225196,224157,222525,220232,217210,213403,208774,203318,197060,190062,182413,174230,165645,156798,147830,138872,130042,121439,113145,105218,97702,90623,83991,77809,72066,66749,61839,57312,53145,49314,45793,42560,39589,36861,34355,32051,29932,27982,26187,24532,23005,21595,20293,19087
120226,128877,137783,146847,155951,164962,173737,182130,190001,197226,203704,209368,214183,218153,221313,223723,225460,226604,227224,227364,227036,226215,224845,222850,220150,216674,212370,207215,201222,194437,186941,178847,170284,161398,152333,143230,134215,125400,116873,108704,100942,93618,86750,80340,74384,68866,63770,59071,54747,50772,47121,43768,40690,37864,35269,32886,30695,28680,26825,25117,23542,22088,20746,19505
119207,127899,136871,146026,155247,164401,173341,181916,189979,197400,204069,209909,214882,218986,222254,224750,226558,227769,228468,228716,228537,227914,226791,225085,222706,219568,215602,210770,205068,198529,191223,183254,174752,165861,156732,147512,138338,129330,120586,112186,104187,96625,89524,82890,76720,71003,65720,60849,56367,52247,48463,44990,41803,38879,36194,33730,31466,29385,27470,25708,24084,22587,21204,19927
118024,126739,135757,144984,154305,163586,172678,181427,189679,197295,204158,210183,215322,219568,222952,225538,227415,228684,229446,229779,229725,229279,228384,226955,224890,222090,218470,213976,208586,202320,195237,187430,179024,170163,161003,151696,142389,133209,124267,115651,107424,99633,92305,85450,79070,73153,67685,62642,58000,53735,49818,46224,42927,39903,37128,34582,32244,30096,28122,26305,24631,23089,21666,20352
116683,125402,134446,143726,153129,162521,171752,180664,189100,196912,203974,210191,215508,219909,223420,226105,228054,229378,230189,230587,230634,230338,229651,228482,226719,224250,220978,216829,211769,205799,198965,191351,183076,174281,165123,155760,146346,137020,127899,119082,110641,102630,95082,88012,81425,75312,69659,64444,59644,55233,51183,47467,44060,40935,38070,35441,33029,30814,28778,26906,25183,23595,22131,20780
115192,123895,132946,142259,151724,161209,170565,179631,188243,196249,203514,209933,215440,220012,223667,226465,228496,229877,230731,231176,231299,231128,230624,229693,228216,226067,223137,219336,214614,208956,202395,195003,186889,178192,169069,159682,150190,140741,131464,122464,113824,105604,97845,90567,83777,77471,71636,66252,61294,56737,52554,48717,45199,41974,39017,36306,33819,31536,29439,27511,25738,24105,22600,21211
113560,122228,131266,140591,150098,159658,169122,178328,187110,195307,202778,209407,215118,219878,223697,226627,228758,230205,231102,231583,231758,231684,231336,230620,229408,227564,224964,221507,217125,211790,205519,198371,190447,181879,172821,163440,153900,144355,134943,125780,116957,108542,100582,93104,86119,79625,73611,68059,62945,58245,53929,49971,46342,43016,39968,37174,34612,32261,30103,28119,26296,24617,23070,21644
111796,120409,129413,138730,148259,157873,167428,176760,185701,194086,201764,208611,214540,219506,223510,226596,228848,230381,231330,231842,232051,232047,231827,231299,230327,228766,226480,223356,219311,214302,208332,201447,193735,185323,176361,167016,157456,147842,138320,129015,120027,111432,103283,95614,88441,81764,75576,69860,64593,59750,55304,51225,47486,44061,40922,38045,35408,32989,30769,28729,26855,25130,23542,22078
109909,118450,127400,136687,146215,155864,165489,174931,184020,192585,200470,207541,213701,218891,223103,226371,228772,230415,231436,231986,232218,232257,232136,231768,231010,229706,227711,224902,221184,216500,210835,204225,196745,188512,179672,170391,160839,151183,141577,132151,123017,114258,105935,98086,90734,83882,77526,71650,66233,61250,56674,52477,48629,45104,41874,38915,36203,33717,31435,29340,27415,25645,24015,22513
107910,116360,125236,134472,143978,153639,163315,172848,182070,190806,198895,206193,212593,218026,222469,225946,228525,230309,231430,232038,232296,232357,232305,232068,231491,230414,228685,226169,222761,218392,213033,206703,199468,191434,182741,173550,164033,154362,144696,135174,125914,117008,108525,100509,92988,85969,79451,73421,67858,62739,58036,53722,49767,46144,42825,39784,36998,34444,32101,29951,27976,26159,24488,22949
105809,114150,122933,132097,141559,151209,160914,170519,179856,188751,197036,204563,211211,216901,221596,225310,228099,230058,231312,232010,232313,232389,232377,232238,231809,230926,229429,227180,224061,219992,214931,208884,201902,194082,185555,176478,167022,157362,147660,138065,128701,119668,111041,102872,95193,88017,81345,75167,69463,64212,59386,54958,50898,47178,43770,40649,37790,35169,32765,30560,28535,26673,24960,23384
103617,111833,120504,129576,138971,148587,158297,167952,177385,186423,194896,202647,209547,215505,220472,224448,227477,229645,231070,231896,232280,232391,232395,232317,231999,231271,229973,227959,225103,221315,216540,210771,204047,196450,188105,179163,169792,160167,150456,140811,131365,122224,113471,105164,97340,90018,83200,76881,71043,65664,60719,56179,52017,48202,44708,41508,38576,35889,33426,31166,29091,27185,25431,23817
101346,109421,117962,126921,136228,145787,155478,165158,174665,183828,192474,200442,207595,213828,219082,223341,226639,229050,230683,231674,232179,232363,232391,232338,232091,231480,230343,228529,225907,222376,217871,212371,205902,198536,190386,181596,172331,162765,153068,143397,133890,124662,115801,107372,99418,91960,85008,78556,72590,67089,62030,57383,53121,49215,45636,42358,39356,36604,34082,31768,29645,27693,25899,24248
99006,106927,115321,124148,133344,142822,152469,162150,171708,180974,189776,197949,205348,211860,217410,221972,225563,228247,230121,231316,231979,232273,232352,232313,232103,231572,230559,228910,226491,223190,218934,213690,207472,200338,192392,183768,174628,165142,155482,145809,136265,126970,118021,109487,101416,93837,86760,80185,74099,68483,63314,58565,54207,50212,46551,43198,40126,37311,34731,32365,30193,28198,26364,24677
96609,104361,112593,121269,130334,139708,149287,158943,168525,177870,186807,195169,202805,209592,215444,220321,224226,227208,229354,230785,231642,232077,232238,232228,232038,231558,230635,229119,226869,223771,219742,214738,208760,201857,194119,185674,176674,167288,157687,148034,138475,129136,120117,111496,103325,95637,88449,81760,75563,69839,64567,59720,55270,51190,47450,44024,40885,38009,35373,32955,30736,28698,26825,25102
94166,101737,109792,118301,127215,136463,145948,155552,165131,174529,183576,192106,199964,207018,213172,218371,222603,225905,228350,230047,231126,231733,232006,232049,231884,231436,230577,229162,227053,224130,220304,215521,209772,203095,195568,187308,178463,169195,159673,150061,140509,131146,122079,113389,105135,97354,90065,83275,76975,71152,65783,60844,56308,52146,48331,44834,41631,38695,36004,33536,31271,29191,27280,25522
91687,99067,106932,115258,124002,133102,142469,151994,161543,170965,180095,188769,196828,204136,210585,216106,220675,224312,227076,229063,230393,231200,231614,231738,231611,231193,230381,229044,227048,224274,220626,216045,210513,204053,196736,188668,179988,170853,161429,151880,142356,132991,123895,115155,106835,98976,91602,84721,78330,72415,66957,61933,57315,53077,49190,45626,42361,39368,36624,34107,31798,29678,27729,25936
89183,96363,104026,112154,120712,129643,138869,148289,157779,167194,176378,185168,193405,200946,207677,213515,218423,222405,225504,227802,229406,230438,231021,231253,231187,230806,230033,228758,226854,224205,220714,216317,210985,204735,197625,189752,181246,172258,162949,153481,144006,134660,125556,116786,108417,100496,93051,86092,79620,73623,68085,62982,58288,53978,50024,46397,43073,40025,37230,34667,32315,30155,28170,26344
86664,93635,101087,109005,117360,126104,135167,144456,153858,163237,172443,181317,189703,197454,204448,210592,215834,220163,223606,226231,228129,229410,230187,230556,230574,230244,229514,228292,226465,223922,220569,216337,211192,205141,198234,190558,182233,173403,164225,154857,145451,136144,127052,118271,109872,101906,94404,87381,80839,74771,69161,63986,59224,54848,50830,47144,43764,40664,37822,35214,32821,30623,28603,26745
84139,90896,98128,105825,113964,122503,131381,140515,149801,159113,168308,177234,185737,193669,200902,207334,212899,217571,221363,224323,226530,228081,229076,229608,229736,229477,228799,227628,225870,223420,220189,216106,211135,205274,198565,191085,182947,174285,165252,156001,146683,137435,128375,119603,111192,103197,95654,88581,81982,75853,70179,64942,60118,55681,51605,47864,44432,41284,38396,35746,33313,31079,29026,27137
81617,88155,95160,102627,110537,118856,127531,136487,145630,154844,163996,172940,181525,189605,197048,203743,209615,214620,218757,222058,224585,226420,227655,228373,228636,228470,227858,226746,225053,222689,219568,215623,210813,205134,198617,191334,183386,174902,166025,156907,147695,138525,129518,120773,112369,104363,96794,89685,83042,76863,71137,65845,60965,56475,52347,48555,45075,41882,38951,36262,33792,31523,29438,27519
79106,85421,92194,99424,107095,115181,123635,132393,141368,150455,159531,168457,177088,185281,192900,199830,205984,211307,215780,219419,222271,224403,225894,226820,227242,227191,226664,225621,223998,221717,218699,214882,210225,204719,198391,191304,183550,175250,166542,157572,148482,139409,130473,121775,113396,105397,97819,90688,84014,77797,72028,66690,61764,57226,53051,49215,45691,42456,39486,36759,34255,31954,29838,27892
76614,82705,89242,96228,103653,111494,119713,128252,137036,145969,154937,163810,172451,180718,188477,195608,202016,207633,212427,216397,219573,222009,223769,224922,225524,225611,225187,224229,222684,220487,217572,213878,209368,204030,197887,190994,183438,175330,166801,157992,149041,140083,131236,122603,114268,106292,98721,91583,84892,78649,72848,67474,62509,57931,53716,49839,46277,43004,39998,37237,34701,32369,30225,28253
